Deal_number,Deal_name
2461,091 - Bacterin International Holdings Inc acquisition of stock of X-spine System.docx
2462,091 - Blount International Inc and GenWoods HoldCo LLC merger.docx
2463,091 - Celadon Group Inc acquisition of equity interests of AAndS Services Group .docx
2464,091 - Chesapeake Utilities Corporation and Gatherco Inc merger.docx
2465,091 - Differential Brands Group Inc acquisition of subsidiary equity interests a.docx
2466,091 - Element Financial Corporation acquisition of subsidiary equity interests o.docx
2467,091 - Extreme Networks Inc acquisition of certain assets of Zebra Technologies C.docx
2468,091 - Fox Factory Holding Corp acquisition of assets of Flagship Inc dba Tuscany.docx
2469,091 - Gibraltar Industries Inc acquisition of assets of Delta Separations LLC an.docx
2470,091 - Heritage Insurance Holdings Inc and NBIC Holdings Inc merger.docx
2471,091 - Hubbell Incorporated and Aclara Technologies LLC merger.docx
2472,091 - International Paper Company acquisition of subsidiary equity interests and.docx
2473,091 - Long Range Acquisition LLC acquisition of stock of Caliber Company.docx
2474,091 - NorthStar Asset Management Group Inc acquisition of equity interests of To.docx
2475,091 - Oregon Potato Company acquisition of certain assets of Inventure Foods Inc.docx
2476,091 - Patterson Companies Inc and Animal Health International Inc merger.docx
2477,091 - Progress Software Corporation acquisition of stock of Ipswitch Inc.docx
2478,091 - QCR Holdings Inc and Springfield Bancshares Inc merger.docx
2479,091 - Raymond James Financial acquisition of stock of Scout Investments Inc.docx
2480,091 - RCS Capital Corporation acquisition of equity interests of JP Turner And C.docx
2481,091 - SFX Entertainment Inc acquisition of equity interests of Made Event LLC an.docx
2482,091 - Sterling Construction Company Inc acquisition of equity interests of Plate.docx
2483,091 - Vulcan Materials Company acquisition of equity interests of Aggregates USA.docx
2484,092 - Ameris Bancorp acquisition of stock of Merchants And Southern Banks of Flo.docx
2485,092 - Aristocrat Technologies Inc acquisition of stock of Big Fish Games Inc.docx
2486,092 - Banner Corporation and Skagit Bancorp Inc merger.docx
2487,092 - Beacon Roofing Supply Inc and CDRR Investors Inc merger.docx
2488,092 - Berry Petroleum Company LLC acquisition of certain assets of Linn Energy H.docx
2489,092 - Blucora Inc acquisition of stock of HDV Holdings Inc.docx
2490,092 - Century Aluminum Company acquisition of stock of Alumax of South Carolina .docx
2491,092 - CIT Bank National Association and Mutual of Omaha Bank merger.docx
2492,092 - Continental AG acquisition of certain assets of Cooper-Standard Holdings I.docx
2493,092 - Goldman Sachs Renewable Power LLC acquisition of certain assets of Marina .docx
2494,092 - Goldman Sachs Renewable Power LLC acquisition of subsidiary equity interes.docx
2495,092 - Heartland Financial USA Inc and AIM Bancshares Inc merger.docx
2496,092 - Hooker Furniture Corporation acquisition of assets of Shenandoah Furniture.docx
2497,092 - Independent Bank Group Inc and Houston City Bancshares Inc merger.docx
2498,092 - Jefferies Group Inc acquisition of subsidiary stock and certain assets fro.docx
2499,092 - Kohlberg Kravis Roberts And Co LP acquisition of stock of AMR Holdco Inc.docx
2500,092 - Lifetime Brands Inc and Taylor Holdco LLC dba Filament Brands merger.docx
2501,092 - Mississippi Lime Company acquisition of equity interests of Covia Lime LLC.docx
2502,092 - Oklahoma Energy Acquisitions LP acquisition of certain assets of Gastar Ex.docx
2503,092 - PBF Logistics LP acquisition of certain assets of Cummins Terminals Inc.docx
2504,092 - Power Products LLC acquisition of subsidiary equity interests and certain .docx
2505,092 - Prime Risk Partners Inc acquisition of stock of ONB Insurance Group Inc.docx
2506,092 - RCS Capital Corporation and Cetera Financial Holdings Inc merger.docx
2507,092 - Red Lion Hotels Corporation acquisition of assets of Vantage Hospitality G.docx
2508,092 - Riverview Financial Corporation and CBT Financial Corp merger.docx
2509,092 - Underwriters Laboratories Inc acquisition of equity interests of Nutmeg Ho.docx
2510,093 - Ashland Global Holdings Inc acquisition of stock of Pharmachem Laboratorie.docx
2511,093 - Brown And Brown Inc and The Wright Insurance Group LLC merger.docx
2512,093 - Chegg Inc acquisition of equity interests of Imagine Easy Solutions LLC.docx
2513,093 - CVB Financial Corp and County Commerce Bank merger.docx
2514,093 - Debiopharm International SA acquisition of certain assets of ImmunoGen Inc.docx
2515,093 - Eldorado Resorts Inc acquisition of equity interests of Elgin Riverboat Re.docx
2516,093 - EP Energy Corporation acquisition of certain assets of Goodrich Petroleum .docx
2517,093 - Genpact International Inc and Headstrong Corporation merger.docx
2518,093 - Heartland Financial USA Inc and Community Banc-Corp of Sheboygan Inc merge.docx
2519,093 - Imperva Inc and Prevoty Inc merger.docx
2520,093 - Independent Bank Group Inc and Integrity Bancshares Inc merger.docx
2521,093 - Ixia and Net Optics Inc merger.docx
2522,093 - Level One Bancorp Inc and Ann Arbor Bancorp Inc merger.docx
2523,093 - Mercury Systems Inc and Themis Computer merger.docx
2524,093 - Neenah Paper Inc acquisition of stock of Crane Technical Materials Inc.docx
2525,093 - NGL Energy Partners LP acquisition of assets of E Osterman Propane Inc.docx
2526,093 - Old National Bancorp and Anchor Bancorp Inc merger.docx
2527,093 - OpCapita LLP acquisition of stock of Maurices Incorporated.docx
2528,093 - Open Text Corporation acquisition of certain assets and subsidiary equity .docx
2529,093 - Performant Financial Corporation and Premier Healthcare Exchange Inc merge.docx
2530,093 - Pitney Bowes Inc and NGS Holdings Inc merger.docx
2531,093 - Repay Holdings Corporation acquisition of equity interests of CDT Technolo.docx
2532,093 - RTI Surgical Inc acquisition of equity interests of Paradigm Spine LLC.docx
2533,093 - SmartFinancial Inc and Foothills Bancorp Inc merger.docx
2534,093 - Thor Industries Inc acquisition of equity interests of Postle Operating LL.docx
2535,093 - UGI Corporation acquisition of equity interests of Columbia Midstream Grou.docx
2536,094 - Amdocs Limited acquisition of certain assets of Comverse Inc.docx
2537,094 - Apax Partners and Activant Solutions Inc merger.docx
2538,094 - Apollo Global Management LLC Crestview Partners and Reverence Capital Part.docx
2539,094 - BATS Global Markets Inc acquisition of equity interests of Hotspot FX Hold.docx
2540,094 - Berkshire Hills Bancorp Inc and Commerce Bancshares Corp merger.docx
2541,094 - Capital One Financial Corporation acquisition of certain assets of HSBC Ho.docx
2542,094 - Cypress Semiconductor Corporation acquisition of certain assets of Broadco.docx
2543,094 - DXC Technology Company acquisition of equity interests of Molina Informati.docx
2544,094 - EnviroStar Inc acquisition of assets of Western State Design LLC.docx
2545,094 - Leeds Equity Partners acquisition of certain assets of Higher One Inc.docx
2546,094 - MarketAxess Holdings Inc acquisition of equity interests of LiquidityEdge .docx
2547,094 - McGraw Hill Financial Inc and SNL Financial LC merger.docx
2548,094 - Melinta Therapeutics Inc acquisition of subsidiary equity interests and ce.docx
2549,094 - NOVA Chemicals Inc acquisition of equity interests of Williams Olefins LLC.docx
2550,094 - Par Petroleum Corporation and Mid Pac Petroleum LLC merger.docx
2551,094 - Performance Food Group Company acquisition of equity interests of Reinhart.docx
2552,094 - PGT Innovations Inc acquisition of equity interests of GEF WW Parent LLC.docx
2553,094 - Phillips 66 Partners LP acquisition of certain assets of Phillips 66 Compa.docx
2554,094 - Rand Logistics Inc acquisition of stock of American Steamship Company.docx
2555,094 - Steel Excel Inc acquisition of assets of Black Hawk Energy Services Inc.docx
2556,094 - Tabula Rasa HealthCare Inc and Sinfona HealthCare Corporation merger.docx
2557,094 - Taptica International Ltd acquisition of certain assets of Tremor Video In.docx
2558,094 - TEGNA Inc acquisition of certain assets of Nexstar Media Group Inc.docx
2559,094 - The Marcus Corporation acquisition of certain assets of VSS-Southern Theat.docx
2560,094 - The Scotts Miracle-Gro Company acquisition of certain assets and subsidiar.docx
2561,094 - Verisk Analytics Inc and Eagleview Technology Corporation merger.docx
2562,095 - AAndE Advanced Closure Systems LLC acquisition of certain assets of RTI Su.docx
2563,095 - Albany Molecular Research Inc acquisition of equity interests of Oso Bioph.docx
2564,095 - American Water Enterprises LLC acquisition of stock of Nicor Energy Servic.docx
2565,095 - AtriCure Inc and SentreHEART Inc merger.docx
2566,095 - BayCom Corp and TIG Bancorp merger.docx
2567,095 - Biglari Holdings Inc acquisition of stock of McGraw Insurance Inc and West.docx
2568,095 - Bio-Techne Corporation and Exosome Diagnostics Inc merger.docx
2569,095 - Boyd Gaming Corporation and Valley Forge Convention Center Partners LP mer.docx
2570,095 - Byline Bancorp Inc and First Evanston Bancorp Inc merger.docx
2571,095 - Crown Castle International Corp acquisition of stock of Quanta Fiber Netwo.docx
2572,095 - Digirad Corporation acquisition of stock of Project Rendezvous Holding Cor.docx
2573,095 - Digital Turbine Inc acquisition of stock of Mobile Posse Inc.docx
2574,095 - Epiq Systems Inc acquisition of stock of Encore Discovery Solutions.docx
2575,095 - First Horizon National Corporation and TrustAtlantic Financial Corporation.docx
2576,095 - FuelCell Energy Inc acquisition of equity interests of Dominion Bridgeport.docx
2577,095 - Groupon Inc and Ideeli Inc merger.docx
2578,095 - Pacific Continental Corporation and Foundation Bancorp Inc merger.docx
2579,095 - Plum Creek Timber Company Inc acquisition of subsidiary equity interests a.docx
2580,095 - Ralcorp Holdings Inc acquisition of equity interests of Sara Lee Refrigera.docx
2581,095 - Summit Financial Group Inc and Peoples Bankshares Inc merger.docx
2582,095 - Tellurian Inc acquisition of certain assets of Rockcliff Energy Operating .docx
2583,095 - The EW Scripps Company acquisition of certain assets of Nexstar Media Grou.docx
2584,095 - United Community Banks Inc and MoneyTree Corporation merger.docx
2585,095 - Vista Outdoor Inc acquisition of stock of CamelBak Acquisition Corp.docx
2586,095 - Western Refining Logistics LP acquisition of certain assets of St Paul Par.docx
2587,095 - Windstream Holdings Inc and Broadview Networks Holdings Inc merger.docx
2588,096 - AbbVie Inc and Stemcentrx Inc merger.docx
2589,096 - Advance America Cash Advance Centers Inc acquisition of assets of CompuCre.docx
2590,096 - Amcor Rigid Plastics USA LLC and Amcor Packaging Canada Inc acquisition of.docx
2591,096 - Ares Management LP and Ares Investments LP acquisition of equity interests.docx
2592,096 - Axalta Coating Systems acquisition of certain assets of The Valspar Corpor.docx
2593,096 - Bioverativ Inc and True North Therapeutics Inc merger.docx
2594,096 - Broadcom Inc acquisition of certain assets of Symantec Corporation.docx
2595,096 - FCB Financial Holdings Inc and Floridian Community Holdings Inc merger.docx
2596,096 - GrubHub Holdings Inc acquisition of equity interests of Eat24 LLC.docx
2597,096 - Harsco Corporation acquisition of stock of Stericycle Environmental Soluti.docx
2598,096 - Hub Group Inc acquisition of stock of Exel Transportation Services Inc.docx
2599,096 - Huron Consulting Group Inc and Studer Holdings Inc merger.docx
2600,096 - ICF International Inc and Olson And Co Inc merger.docx
2601,096 - Jarden Corporation and Visant Holding Corp merger.docx
2602,096 - Jazz Pharmaceuticals PLC acquisition of assets of Aerial BioPharma LLC.docx
2603,096 - Koppers Inc and Cox Industries Inc merger.docx
2604,096 - LCNB Corp and Columbus First Bank merger.docx
2605,096 - Mill Point Capital LLC acquisition of stock of Pioneer Electrogroup Canada.docx
2606,096 - Nasdaq Inc and eVestment Inc merger.docx
2607,096 - Pattern Energy Group Inc acquisition of equity interests of Fowler Ridge I.docx
2608,096 - Ribbon Communications Inc and Edgewater Networks Inc merger.docx
2609,096 - The Mosaic Company acquisition of certain assets of CF Industries Inc.docx
2610,096 - TrueBlue Inc acquisition of equity interests of The Seaton Companies.docx
2611,096 - Ultra Clean Holdings Inc and Quantum Global Technologies LLC merger.docx
2612,096 - Vereco LLC acquisition of certain assets of CynergisTek Inc.docx
2613,096 - WaterBridge Operating LLC acquisition of certain assets of Halcn Resource.docx
2614,097 - Ankura Consulting Group LLC acquisition of subsidiary equity interests of .docx
2615,097 - Apollo Global Management LLC acquisition of stock of Qdoba Restaurant Corp.docx
2616,097 - Black Stone Minerals Company LP acquisition of certain assets and subsidia.docx
2617,097 - Blucora Inc acquisition of stock of 1st Global Inc.docx
2618,097 - Callon Petroleum Company acquisition of certain assets of Plymouth Petrole.docx
2619,097 - CyrusOne Inc and Cervalis Holdings LLC merger.docx
2620,097 - Datatel Inc acquisition of certain assets of SunGard Data Systems Inc.docx
2621,097 - EnerSys acquisition of stock of Alpha Technologies Ltd and Alpha Technolog.docx
2622,097 - First Financial Bancorp and Oak Street Holdings Corporation merger.docx
2623,097 - Indorama Ventures Holdings LP acquisition of certain assets and subsidiary.docx
2624,097 - Integra LifeSciences Corporation acquisition of stock of Confluent Surgica.docx
2625,097 - KKR Management Holdings LP acquisition of certain assets of Penn Virginia .docx
2626,097 - Littlejohn And Co LLC acquisition of stock of Kaman Industrial Technologie.docx
2627,097 - Meredith Corporation acquisition of certain assets of American Media Inc a.docx
2628,097 - Nabriva Therapeutics plc and Zavante Therapeutics Inc merger.docx
2629,097 - NuStar Energy LP acquisition of equity interests of Navigator Energy Servi.docx
2630,097 - Patterson-UTI Energy Inc acquisition of equity interests of Multi-Shot LLC.docx
2631,097 - PRA Health Sciences Inc and Symphony Health Solutions Corporation merger.docx
2632,097 - Science Applications International Corporation acquisition of certain asse.docx
2633,097 - SmartFinancial Inc and Capstone Bancshares Inc merger.docx
2634,097 - Station Casinos LLC acquisition of equity interests of Fertitta Entertainm.docx
2635,097 - Tenneco Inc acquisition of equity interests of Federal-Mogul LLC.docx
2636,097 - Tesoro Logistics LP acquisition of equity interests of QEP Field Services .docx
2637,097 - Veritas Capital acquisition of stock of Verisk Health Inc and MediConnect .docx
2638,097 - Visteon Corporation acquisition of subsidiary equity interests and certain.docx
2639,097 - Waste Connections Inc acquisition of stock of Hudson Valley Waste Holding .docx
2640,098 - Alnylam Pharmaceuticals Inc acquisition of stock of Sirna Therapeutics Inc.docx
2641,098 - AMN Healthcare Inc acquisition of equity interests of MedPartners HIM LLC.docx
2642,098 - Archrock Inc acquisition of assets of Elite Compression Services LLC.docx
2643,098 - Ardagh Group SA acquisition of subsidiary equity interests and certain ass.docx
2644,098 - Cambrex Corporation acquisition of stock of Halo Pharmaceutical Inc 812111.docx
2645,098 - Cambrian Coal Corporation acquisition of equity interests of TECO Coal Cor.docx
2646,098 - Concrete Pumping Holdings Inc acquisition of equity interests of Capital P.docx
2647,098 - Core-Mark Holding Company Inc acquisition of assets of Farner-Bocken Compa.docx
2648,098 - Datatel Inc and SunGard Higher Education Inc merger.docx
2649,098 - DigiCert Parent Inc and DigiCert Inc acquisition of certain assets and sub.docx
2650,098 - Energy Resources 12 Operating Company LLC acquisition of certain assets of.docx
2651,098 - Gray Television Inc and Raycom Media Inc merger.docx
2652,098 - Hamilton Bancorp Inc and Fraternity Community Bancorp Inc merger.docx
2653,098 - Hibbett Sporting Goods Inc acquisition of equity interests of City Gear LL.docx
2654,098 - Independent Bank Group Inc and Grand Bank merger.docx
2655,098 - Inogen Inc and New Aera Inc merger.docx
2656,098 - Lakes Entertainment Inc and Sartini Gaming Inc merger.docx
2657,098 - Leidos Holdings Inc acquisition of subsidiary equity interests of L3Harris.docx
2658,098 - Milestone Holding Corporation and Da-Lite Screen Company Inc merger.docx
2659,098 - Myers Industries Inc acquisition of equity interests of Scepter Manufactur.docx
2660,098 - National Commerce Corporation and Private Bancshares Inc merger.docx
2661,098 - Ohio Valley Resources Inc acquisition of stock of Consolidation Coal Compa.docx
2662,098 - Penn National Gaming Inc and Tropicana Las Vegas Hotel and Casino Inc merg.docx
2663,098 - Quality Systems Inc and Entrada Inc merger.docx
2664,098 - Teleflex Incorporated and NeoTract Inc merger.docx
2665,098 - VOG Palo Verde LP acquisition of certain assets of Cabot Oil And Gas Corpo.docx
2666,099 - Align Technology Inc and Cadent Holdings Inc merger.docx
2667,099 - Emerald Oil Inc acquisition of certain assets of Kodiak Oil And Gas (USA) .docx
2668,099 - Fortress Investment Group LLC acquisition of certain assets and subsidiary.docx
2669,099 - Fusion-io Inc and IO Turbine Inc merger.docx
2670,099 - Genesis Energy LP acquisition of stock of Tronox Alkali Corporation.docx
2671,099 - HB Fuller Company acquisition of stock of Royal Adhesives And Sealants.docx
2672,099 - HF Foods Group Inc and BAndR Global Holdings Inc merger.docx
2673,099 - Horizon Bancorp Inc and Salin Bancshares Inc merger.docx
2674,099 - Keane Group Inc acquisition of equity interests of RockPile Energy Service.docx
2675,099 - Marfrig Global Foods SA acquisition of equity interests of National Beef P.docx
2676,099 - Marlin Equity Partners acquisition of subsidiary equity interests and cert.docx
2677,099 - MVB Financial Corp acquisition of certain assets of Capital Funding Bancor.docx
2678,099 - NorthWestern Corporation dba NorthWestern Energy acquisition of equity int.docx
2679,099 - Pinnacle Bank and Magna Bank merger.docx
2680,099 - Post Holdings Inc and MOM Brands Company merger.docx
2681,099 - PowerTeam Services LLC acquisition of subsidiary equity interests of Cente.docx
2682,099 - Q'Max Solutions Inc acquisition of equity interests of Anchor Drilling Flu.docx
2683,099 - RAM Energy LLC acquisition of certain assets of Chaparral Energy Inc.docx
2684,099 - Ritchie Bros Auctioneers Incorporated and IronPlanet Holdings Inc merger.docx
2685,099 - Roper Technologies Inc and iPipeline Holdings Inc merger.docx
2686,099 - Signature Group Holdings Inc acquisition of Aleris Recycling Inc and relat.docx
2687,099 - Sorrento Therapeutics Inc and Semnur Pharmaceuticals Inc merger.docx
2688,099 - Uniti Group Inc acquisition of equity interests of Southern Light LLC.docx
2689,099 - UPL Corporation Ltd acquisition of stock of Arysta LifeScience Inc.docx
2690,099 - USD Partners LP acquisition of equity interests of Casper Crude to Rail LL.docx
2691,099 - WillScot Corporation and Modular Space Holdings Inc dba ModSpace merger.docx
2692,1 - Dentsply Sirona Inc acquisition of equity interests of Straight Smile LLC.docx
2693,1 - Primoris Services Corporation and Future Infrastructure Holdings LLC merger.docx
2694,10 - Arrow Electronics Inc acquisition of certain assets of Richardson Electroni.docx
2695,10 - CEB Inc acquisition of stock of CXO Acquisition Co and Sports Leadership Ac.docx
2696,10 - E And J Gallo Winery acquisition of subsidiary equity interests and certain.docx
2697,10 - EarthLink Inc and One Communications Corp merger.docx
2698,10 - Harima Chemicals Inc acquisition of subsidiary stock and certain assets fro.docx
2699,10 - Harris Corporation and Caprock Holdings Inc merger.docx
2700,10 - Impax Laboratories Inc acquisition of stock of Tower Holdings Inc and Linea.docx
2701,10 - JF Lehman And Company acquisition of stock of SEACOR companies.docx
2702,10 - NGL Energy Partners LP and High Sierra Energy LP merger.docx
2703,10 - Quotient Technology Inc and Crisp Media Inc dba Crisp Mobile merger.docx
2704,10 - RG Barry Corporation acquisition of assets of baggallini Inc.docx
2705,10 - SunCoke Energy Partners LP acquisition of equity interests of Gateway Energ.docx
2706,10 - Tangoe Inc acquisition of certain assets of Symphony Teleca Services Inc.docx
2707,100 - 7-Eleven Inc acquisition of certain assets of Sunoco LP.docx
2708,100 - Altaris Capital Partners LLC acquisition of stock of HealthTronics Inc.docx
2709,100 - Bottomline Technologies (de) Inc and Allegient Systems Inc merger.docx
2710,100 - Boyd Gaming Corporation acquisition of equity interests of PNK (Ohio) LLC .docx
2711,100 - Boyd Gaming Corporation and ALST Casino Holdco LLC merger.docx
2712,100 - Caesars Entertainment Corporation acquisition of equity interests of Centa.docx
2713,100 - Citizens Community Bancorp Inc acquisition of stock of United Bank.docx
2714,100 - Eagle Materials Inc acquisition of equity interests of CRS Holdco LLC.docx
2715,100 - EnerVest Ltd acquisition of certain assets of Bill Barrett Corporation.docx
2716,100 - Glacial Lakes Energy LLC acquisition of certain assets of Advanced BioEner.docx
2717,100 - Global Payments Inc acquisition of equity interests of VEPF III AIV VI-C C.docx
2718,100 - Griffon Corporation acquisition of certain assets and subsidiary equity in.docx
2719,100 - Hillenbrand Inc acquisition of equity interests of ROTEX Global LLC.docx
2720,100 - MGG Investment Group LP acquisition of equity interests of Vegascom LLC.docx
2721,100 - Premier Inc acquisition of assets of Acurity Inc and Nexera Inc.docx
2722,100 - PTC Inc acquisition of certain assets and subsidiary equity interests of Q.docx
2723,100 - PTC Therapeutics Inc and Agilis Biotherapeutics Inc merger.docx
2724,100 - Seacoast Banking Corporation of Florida and NorthStar Banking Corporation .docx
2725,100 - Spectrum Brands Holdings Inc and Armored AutoGroup Parent Inc merger.docx
2726,100 - Telegraph Hill Partners acquisition of subsidiary equity interests and cer.docx
2727,100 - The Coca-Cola Company acquisition of stock of BYB Brands Inc.docx
2728,100 - The EW Scripps Company acquisition of subsidiary equity interests of Cordi.docx
2729,100 - The GEO Group Inc acquisition of assets of LCS Corrections Services Inc et.docx
2730,100 - Triumph Bancorp Inc and First Bancorp of Durango Inc merger.docx
2731,100 - Vera Bradley Inc acquisition of equity interests of Creative Genius LLC db.docx
2732,100 - Zhongwang USA LLC and Aleris Corporation merger.docx
2733,11 - Ascent Media Corporation and Monitronics International Inc merger.docx
2734,11 - DJO Global Inc acquisition of equity interests of Dr Comfort.docx
2735,11 - DNB Financial Corporation and East River Bank merger.docx
2736,11 - Flotek Industries Inc acquisition of equity interests of JP3 Measurement LL.docx
2737,11 - HG Energy II Appalachia LLC acquisition of certain assets of Noble Energy I.docx
2738,11 - Lexmark International Inc and Perceptive Software Inc merger.docx
2739,11 - Nordson Corporation acquisition of stock of EDI Holdings Inc.docx
2740,11 - Redbox Automated Retail LLC acquisition of assets of NCR Corporation.docx
2741,11 - Rentrak Corporation acquisition of certain assets of Competitive Media Repo.docx
2742,11 - Sally Beauty Holdings Inc acquisition of stock of Aerial Company Inc.docx
2743,11 - Tesoro Corporation acquisition of certain assets of BP West Coast Products .docx
2744,11 - The Chefs' Warehouse Inc acquisition of assets of Del Monte TJ Foodservice .docx
2745,11 - The KEYW Holding Corporation acquisition of stock of SycamoreUS Inc.docx
2746,12 - Alstyle Operations LLC acquisition of equity interests of Alstyle Apparel L.docx
2747,12 - Carlisle Companies Incorporated acquisition of subsidiary equity interests .docx
2748,12 - Deluxe Entertainment Services Group Inc and Deluxe UK Holdings Limited acqu.docx
2749,12 - Demandware Inc and Tomax Corporation merger.docx
2750,12 - Gibraltar Industries Inc acquisition of stock of DS Brown Company.docx
2751,12 - Global Defense Technology And Systems Inc acquisition of equity interests o.docx
2752,12 - Higher One Inc acquisition of assets of Campus Labs LLC.docx
2753,12 - Jonah Energy LLC acquisition of certain assets of Linn Energy Inc.docx
2754,12 - KEMET Corporation acquisition of stock of Niotan Incorporated.docx
2755,12 - MFI Midco Corporation and M-Foods Holdings Inc merger.docx
2756,12 - North American Partners in Anesthesia LLP acquisition of stock of American .docx
2757,12 - The Gorman-Rupp Company acquisition of assets of National Pump Company LLC.docx
2758,12 - Ultra Clean Holdings Inc and American Integration Technologies LLC dba Adva.docx
2759,13 - Apogee Enterprises Inc acquisition of stock of EFCO Corporation.docx
2760,13 - Atlas Resource Partners LP and Titan Operating LLC merger.docx
2761,13 - Broadridge Financial Solutions Inc acquisition of stock of Matrix Financial.docx
2762,13 - Cornerstone OnDemand Inc and Evolv Inc merger.docx
2763,13 - Endo Pharmaceuticals Inc acquisition of stock of Generics International (US.docx
2764,13 - Gentherm Incorporated acquisition of equity interests of Cincinnati Sub-Zer.docx
2765,13 - IBERIABANK Corporation and Cameron Bancshares Inc merger.docx
2766,13 - IEC Electronics Corp acquisition of assets of Southern California Braiding .docx
2767,13 - Insurance Services Office Inc acquisition of stock and equity interests of .docx
2768,13 - National Fuel Gas Company acquisition of certain assets of Royal Dutch Shel.docx
2769,13 - PNC Riverarch Capital acquisition of equity interests of North American Bre.docx
2770,13 - SandRidge Energy Inc acquisition of equity interests of Dynamic Offshore Re.docx
2771,13 - Symantec Corporation acquisition of certain assets of VeriSign Inc.docx
2772,14 - Albany Molecular Research Inc acquisition of certain assets of Aptuit LLC.docx
2773,14 - Cadence Design Systems Inc and Denali Software Inc merger.docx
2774,14 - Centennial Resource Development Inc acquisition of certain assets of GMT Ex.docx
2775,14 - Lawson Software Inc and Enwisen Inc merger.docx
2776,14 - Li And Fung Limited acquisition of certain assets of Oxford Industries Inc.docx
2777,14 - Mid-Con Energy Partners LP acquisition of certain assets of LCS Production .docx
2778,14 - MiTek Industries Inc acquisition of stock of United Steel Products Company .docx
2779,14 - Molina Healthcare Inc acquisition of subsidiary equity interests and certai.docx
2780,14 - Parametric Technology Corporation acquisition of stock of Servigistics Inc.docx
2781,14 - TransDigm Group Incorporated acquisition of stock of McKechnie Aerospace Ho.docx
2782,14 - Valero Energy Partners LP acquisition of equity interests of Valero Partner.docx
2783,14 - Vidara Therapeutics International Limited acquisition of certain assets of .docx
2784,14 - Walgreens Co acquisition of certain assets of BioScrip Inc.docx
2785,15 - 8point3 Operating Company LLC acquisition of equity interests of FSAM Kingb.docx
2786,15 - Alorica Inc acquisition of subsidiary equity interests from West Corporatio.docx
2787,15 - Catalyst Health Solutions Inc acquisition of stock of Walgreens Health Init.docx
2788,15 - Central Valley Community Bancorp and Folsom Lake Bank merger.docx
2789,15 - Cincinnati Bell Inc acquisition of equity interests of Cyrus Networks LLC.docx
2790,15 - Deltek Inc and INPUT Inc merger.docx
2791,15 - Kenexa Corporation and OutStart Inc merger.docx
2792,15 - Mexichem SAB de CV acquisition of certain assets and subsidiary equity inte.docx
2793,15 - SPS Commerce Inc acquisition of assets of Edifice Information Management Sy.docx
2794,15 - The Andersons Inc acquisition of certain assets of The KMA Group LLC and ac.docx
2795,15 - The First Marblehead Corporation acquisition of certain assets of Keybank N.docx
2796,15 - Twin River Worldwide Holdings Inc acquisition of subsidiary equity interest.docx
2797,15 - World Media Enterprises Inc acquisition of assets of Media General Operatio.docx
2798,16 - 8point3 Operating Company LLC acquisition of equity interests of SSCO III C.docx
2799,16 - Aceto Corporation acquisition of assets of Rising Pharmaceuticals Inc.docx
2800,16 - Amedisys Inc acquisition of stock of Homecare Preferred Choice Inc.docx
2801,16 - Boyd Gaming Corporation and Peninsula Gaming LLC merger.docx
2802,16 - Chemical Financial Corporation and Lake Michigan Financial Corporation merg.docx
2803,16 - Clarus Corporation and Black Diamond Equipment Ltd merger.docx
2804,16 - Constellium NV acquisition of equity interests of Wise Metals Intermediate .docx
2805,16 - GP Strategies Corporation acquisition of certain assets and subsidiary equi.docx
2806,16 - Green Plains Inc acquisition of certain assets of Cargill Incorporated.docx
2807,16 - QBE Holdings Inc acquisition of stock of RenaissanceRe Holdings Ltd.docx
2808,16 - Rick's Cabaret International Inc acquisition of equity interests and assets.docx
2809,16 - ShoreTel Inc and M5 Networks Inc merger.docx
2810,16 - Stericycle Inc and Healthcare Waste Solutions Inc merger.docx
2811,17 - Air Products and Chemicals Inc acquisition of certain assets of PBF Energy .docx
2812,17 - AngioDynamics Inc acquisition of stock of NM Holding Company Inc.docx
2813,17 - Cardinal Health Inc acquisition of stock of Kinray Inc.docx
2814,17 - Clarus Corporation and Gregory Mountain Products Inc merger.docx
2815,17 - Coach Inc acquisition of equity interests of Stuart Weitzman Intermediate L.docx
2816,17 - Global Partners LP acquisition of stock of Warren Equities Inc.docx
2817,17 - Harland Clarke Holdings Corp acquisition of equity interests of KUE Digital.docx
2818,17 - James River Coal Company acquisition of equity interests of International R.docx
2819,17 - PLX Technology Inc and Teranetics Inc merger.docx
2820,17 - Roper Industries Inc acquisition of stock of Sunquest Holdings Inc.docx
2821,17 - Sierra Bancorp and OCB Bancorp merger.docx
2822,17 - Silicon Laboratories Inc and Ember Corporation merger.docx
2823,17 - Sterling National Bank acquisition of equity interests of NewStar Business .docx
2824,18 - Baseline Energy Resources LLC acquisition of certain assets of Midstates Pe.docx
2825,18 - Cheniere Energy Partners LP acquisition of equity interests of Cheniere Pip.docx
2826,18 - Fortegra Financial Corporation and eReinsurecom Inc merger.docx
2827,18 - Harmonic Inc and Omneon Inc merger.docx
2828,18 - Heartland Recreational Vehicles LLC acquisition of equity interests of DRV .docx
2829,18 - KMG Chemicals Inc acquisition of stock of ACP-Flowchem Blocker Inc and merg.docx
2830,18 - MaxLinear Inc acquisition of certain assets of Intel Corporation.docx
2831,18 - Pinnacle Entertainment Inc acquisition of equity interests of Washington Tr.docx
2832,18 - Prestige Brands Holdings Inc acquisition of certain assets of McNEIL-PPC In.docx
